_id,brand,name,material,type,sizes,price,images,description,link,__v,saleprice,sizesa,sizesis
662bdc81218b3d9a13eff0c7,Transition,Patrol NX,Alloy,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",5799,"[""bike-images/PatrolAlloyNX_Red_list (1)"",""bike-images/Patrol_Alloy_NX_Grey_list (1)""]","Being one of the longest standing bikes in our lineup, it was the obvious choice to mix it up. Updated geometry to accommodate the 29"" front / 27.5"" rear wheels and revised suspension tune might just make you ride all day, and then all night. Jibbing, jumping, pumping and hooting your way down the trail, the updated Patrol loves to party. From bike parks to your local trails, the Patrol isn't concerned with where you ride but rather how much fun you are having.",https://www.transitionbikes.com/Bikes_Patrol.cfm,0,3499,"[""S"",""M"",""L"",""XL""]","[""M""]"
662bdd62218b3d9a13eff0cc,Transition,Patrol GX,Alloy,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",7599,"[""bike-images/Webstore_2023_PatrolAlloyGx_MoonShadow"",""bike-images/Webstore_2023_PatrolAlloyGx_BonfireRed""]","Being one of the longest standing bikes in our lineup, it was the obvious choice to mix it up. Updated geometry to accommodate the 29"" front / 27.5"" rear wheels and revised suspension tune might just make you ride all day, and then all night. Jibbing, jumping, pumping and hooting your way down the trail, the updated Patrol loves to party. From bike parks to your local trails, the Patrol isn't concerned with where you ride but rather how much fun you are having.",https://www.transitionbikes.com/Bikes_Patrol.cfm,0,4799,"[""S"",""M"",""XL""]",[]
662bdddd218b3d9a13eff0cf,Transition,Patrol XO AXS,Carbon,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",11499,"[""bike-images/2023_AdminProductImage_PatrolCarbon_XOAXS_Red"",""bike-images/2023_AdminProductImage_PatrolCarbon_XOAXS_Gray""]","Being one of the longest standing bikes in our lineup, it was the obvious choice to mix it up. Updated geometry to accommodate the 29"" front / 27.5"" rear wheels and revised suspension tune might just make you ride all day, and then all night. Jibbing, jumping, pumping and hooting your way down the trail, the updated Patrol loves to party. From bike parks to your local trails, the Patrol isn't concerned with where you ride but rather how much fun you are having.",https://www.transitionbikes.com/Bikes_Patrol.cfm,0,7999,"[""S"",""M"",""L"",""XL""]",[]
663a4cda5372bbae09e1cda7,Norco,"Sight A2 29""",Alloy,Enduro / All Mountain,"[""1"",""2"",""3"",""4"",""5""]",5049,"[""bike-images/my24-sight-a2-29-orange-yellow-main-full""]","Whether you’re carving down a steep loam line, dropping in for an enduro stage, or heading into the backcountry for an all-day epic, this bike performs. With increased rearward axle path, idler, and the innovative VPSHP suspension layout, this new design gives the Sight next level confidence and capability, up or down the mountain. With 160/150mm of travel, the 2024 Sight takes the best of the Range platform and has tightened it up into a light, pedal friendly, maneuverable, high-pivot package.",https://www.norco.com/bikes/mountain/all-mountain/sight/2024-sight-A2/,0,3799,"[""3""]","[""3""]"
6644dde1d93036231f5622fc,Norco,Sight A3 Sram/Shimano,Alloy,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",4499,"[""bike-images/23_sight_a3_sram_grey_grey-main-full"",""bike-images/23_sight_a3_sram_blue_black-main-full""]","The Sight A3 SRAM boosts your All-Mountain confidence with incredible descending capability, adept, sure-footed climbing, and efficient pedaling.",https://www.norco.com/bikes/mountain/all-mountain/2023-sight/2023-sight-A3-sram/,0,2999,"[""S"",""M"",""L"",""XL""]","[""S"",""M"",""L"",""XL""]"
6644dfee5ff678e9edeaadc5,Norco,Fluid FS A3,Alloy,Trail,"[""S"",""M"",""L"",""XL""]",2499,"[""bike-images/my22_vboty_fluid_fs_3_grey_silver_tp-full"",""bike-images/my22_vboty_fluid_fs_3_blue_silver_tp-full""]","Named Pinkbike’s Value Bike of the Year and Vital MTB’s Bike of the Year, the Norco Fluid FS is built to help you become the rider you want to be.",https://www.norco.com/bikes/mountain/trail/fluid-fs/fluid-fs-a3/,0,,"[""S"",""M"",""L"",""XL""]",[]
664cd55156b6f63c729f8625,Norco,Rampage 1,Alloy,Dirt Jumper,"[""S"",""M"",""L""]",1899,"[""bike-images/2022_rampage_1_26_black_chrome-main-full_001""]",The Rampage 1 is the ultimate evolution in Dirt Jumpers with a light frame that gets up to speed fast with the perfect mix of agility and stability.,https://www.norco.com/bikes/mountain/dirt-jump/rampage/2023-rampage-1/,0,1499,"[""S"",""M"",""L""]",[]
664cd68956b6f63c729f862d,Transition,Spire XO AXS,Carbon,Enduro / All Mountain,"[""S"",""M"",""L"",""XL"",""XXL""]",9499,"[""bike-images/spirex0bl"",""bike-images/spirex0b""]","The Spire blends DH bike capability with mid-travel efficiency in such a way it's almost two bikes in one. A delicately tuned pedaling and pumping platform, super supple beginning stroke sensitivity and all the travel you could ask for makes for a mind bending ride. Happily climb up to your favorite challenging descent, then cruise on over to your local flow trail and you'll be rewarded on both ends of the spectrum. Don't be fooled though, while it's no one-trick pony, the Spire lives to push your limits. Get in-Spired.",https://www.transitionbikes.com/Bikes_Spire.cfm,0,8099,"[""S"",""M"",""L"",""XL"",""XXL""]",[]
664cd77656b6f63c729f8630,Transition,Spire NX,Alloy,Enduro / All Mountain,"[""S"",""M"",""L"",""XL"",""XXL""]",5199,"[""bike-images/Spire_Alloy_NX_HOB_List"",""bike-images/Spire_Alloy_NX_FadeBlack_List""]","The Spire blends DH bike capability with mid-travel efficiency in such a way it's almost two bikes in one. A delicately tuned pedaling and pumping platform, super supple beginning stroke sensitivity and all the travel you could ask for makes for a mind bending ride. Happily climb up to your favorite challenging descent, then cruise on over to your local flow trail and you'll be rewarded on both ends of the spectrum. Don't be fooled though, while it's no one-trick pony, the Spire lives to push your limits. Get in-Spired.",https://www.transitionbikes.com/Bikes_Spire.cfm,0,4099,"[""S"",""M"",""L"",""XL"",""XXL""]",[]
66539d8ab8c68e0d4053e0cd,Transition,Sentinel AXS,Carbon,Enduro / All Mountain,"[""S"",""M"",""L"",""XL"",""XXL""]",10699,"[""bike-images/2211-008_Edited"",""bike-images/2211-009_Edited""]","It's forgiving do-it-all attitude truly blurs the lines between planted bottomless sender and playful poppy trail pony. Whether you're chasing EWS dreams or just a weekend afternoon escape, it will bring out the best in you. So easy to get acquainted with you'll find yourself sending lines, jumps and maneuvers you always felt were beyond your ability. Where before you went around, now you go over. Where you pushed up, now you pedal. Where you rolled, now you boost.",https://transitionbikes.com/Bikes_Sentinel.cfm,0,6099,"[""XXL""]",[]
6653a73aae32ffb41d17ae9c,Transition,Relay NX,Alloy,E-Bike,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",9199,"[""bike-images/RelayNXAlloyOxide_List (1)"",""bike-images/RelayNXAlloyBlue_List (1)""]","Living in uncharted territory, the Relay is a lightweight, long travel, modular mountain bike.\n\nWe have always wanted a bike that could provide both an electric and non-electric experience in one chassis. The Relay is light, efficient, and quiet. This provides a more intuitive and natural feel on trail than many would expect from an eMTB. The Relay is here and ready to meet all of your mountain biking needs. Going for a rip with friends on eMTB's? Power it up and head out. Going for a rip with some friends on mountain bikes? Simply remove the battery and hit the trail with no tools required. The Relay does it all.",https://transitionbikes.com/Bikes_Relay.cfm,0,6499,"[""M"",""L"",""XL"",""XXL""]",[]
6653a789fd872845049f11c1,Transition,Relay GX PNW,Alloy,E-Bike,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",10799,"[""bike-images/Relay_alloy_pnw_oxidegrey_list"",""bike-images/Relay_alloy_PNW_Blue_list""]","Living in uncharted territory, the Relay is a lightweight, long travel, modular mountain bike.\n\nWe have always wanted a bike that could provide both an electric and non-electric experience in one chassis. The Relay is light, efficient, and quiet. This provides a more intuitive and natural feel on trail than many would expect from an eMTB. The Relay is here and ready to meet all of your mountain biking needs. Going for a rip with friends on eMTB's? Power it up and head out. Going for a rip with some friends on mountain bikes? Simply remove the battery and hit the trail with no tools required. The Relay does it all.",https://transitionbikes.com/Bikes_Relay.cfm,0,7499,"[""S"",""M"",""L"",""XL"",""XXL""]","[""M""]"
6653a848fd872845049f11c4,Transition,Relay GX,Carbon,E-Bike,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",11899,"[""bike-images/Relay_C_GXmech_Grey_List (1)"",""bike-images/Relay_C_GXmech_blue_list (1)""]","Living in uncharted territory, the Relay is a lightweight, long travel, modular mountain bike.\n\nWe have always wanted a bike that could provide both an electric and non-electric experience in one chassis. The Relay is light, efficient, and quiet. This provides a more intuitive and natural feel on trail than many would expect from an eMTB. The Relay is here and ready to meet all of your mountain biking needs. Going for a rip with friends on eMTB's? Power it up and head out. Going for a rip with some friends on mountain bikes? Simply remove the battery and hit the trail with no tools required. The Relay does it all.",https://transitionbikes.com/Bikes_Relay.cfm,0,8899,"[""L"",""XL"",""XXL""]",[]
6653ad3ae4fc3c299ac36779,Transition,Relay GX AXS,Carbon,E-Bike,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",13499,"[""bike-images/2023_AdminProductImage_RelayCarbon_GXAXS_Blue"",""bike-images/2023_AdminProductImage_RelayCarbon_GXAXS_Gray""]","Living in uncharted territory, the Relay is a lightweight, long travel, modular mountain bike.\n\nWe have always wanted a bike that could provide both an electric and non-electric experience in one chassis. The Relay is light, efficient, and quiet. This provides a more intuitive and natural feel on trail than many would expect from an eMTB. The Relay is here and ready to meet all of your mountain biking needs. Going for a rip with friends on eMTB's? Power it up and head out. Going for a rip with some friends on mountain bikes? Simply remove the battery and hit the trail with no tools required. The Relay does it all.",https://transitionbikes.com/Bikes_Relay.cfm,0,10099,"[""S"",""M"",""L"",""XL"",""XXL""]","[""L""]"
6653b33f988518e242447ecc,Transition,Relay XO AXS PNW,Carbon,E-Bike,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",14499,"[""bike-images/2023_AdminProductImage_RelayXOPNW_Carbon_Grey"",""bike-images/2023_AdminProductImage_RelayXOPNW_Carbon_Blue""]","Living in uncharted territory, the Relay is a lightweight, long travel, modular mountain bike.\n\nWe have always wanted a bike that could provide both an electric and non-electric experience in one chassis. The Relay is light, efficient, and quiet. This provides a more intuitive and natural feel on trail than many would expect from an eMTB. The Relay is here and ready to meet all of your mountain biking needs. Going for a rip with friends on eMTB's? Power it up and head out. Going for a rip with some friends on mountain bikes? Simply remove the battery and hit the trail with no tools required. The Relay does it all.",https://transitionbikes.com/Bikes_Relay.cfm,0,10399,"[""XS"",""XXL""]",[]
6653b40102217229dedd17a5,Transition,Relay XX AXS PNW,Carbon,E-Bike,"[""XS"",""S"",""M"",""L"",""XL"",""XXL""]",16999,"[""bike-images/2023_AdminProductImage_RelayXX_Carbon_Blue""]","Living in uncharted territory, the Relay is a lightweight, long travel, modular mountain bike.\n\nWe have always wanted a bike that could provide both an electric and non-electric experience in one chassis. The Relay is light, efficient, and quiet. This provides a more intuitive and natural feel on trail than many would expect from an eMTB. The Relay is here and ready to meet all of your mountain biking needs. Going for a rip with friends on eMTB's? Power it up and head out. Going for a rip with some friends on mountain bikes? Simply remove the battery and hit the trail with no tools required. The Relay does it all.",https://transitionbikes.com/Bikes_Relay.cfm,0,12199,"[""M"",""XL"",""XXL""]",[]
6679cdd7e2d0e4e4e6c463c2,Transition,PBJ,N/A,Dirt Jumper,"[""S"",""L"",""XL""]",2699,"[""bike-images/2022_AdminProductImage_PBJ_MatteGrey"",""bike-images/2022_AdminProductImage_PBJ_Purple"",""bike-images/2022_AdminProductImage_PBJ_TransparentCopper""]","The PBJ is one of the longest standing models in our lineup, and for good reason. Unique geometry developed by our very own Lars n' Bars creates a bike that mountain bikers will immediately feel at home on. Designed with relaxed geometry that is stable at higher speeds and big jumps, yet fun and nimble enough for the tightest of pump tracks. The PBJ will simply make you a better mountain biker and help you take your pumping, bumping and jumping skills to the next level. The X-long PBJ has a longer reach as well as a longer chainstay. This size isn't just for tall riders, it's also great for people looking to have a pumptrack/dirt jump bike that fits similar to their trail bike. For days when you go from the mountain straight to the neighborhood pump track, you can seamlessly transition from bike to bike without any adjustment time.",https://transitionbikes.com/Bikes_PBJ.cfm,0,2299,"[""S"",""L"",""XL""]",[]
6679d176e2d0e4e4e6c463d7,Transition,TransAM,Steel,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",3599,"[""bike-images/AdminImage_2024_TransAM_Complete_Chrome"",""bike-images/AdminImage_2024_TransAM_Complete_CascadeBlue""]","The classic TransAM returns! After a seven-year hiatus, the reliable trail-shredding hardtail is back in the lineup for a limited time. Now with modern geometry, dual 29-inch wheels, a capable build spec or frameset options, and two classic color schemes, this will be one to hang on to and pass down for many generations. The updated geo encourages hard-charging but rewards thoughtful line choice. It orchestrates a fast-paced ballet through the landscape of your choosing. The new TransAM is ready for the core rider looking to get back to their roots.",https://transitionbikes.com/Bikes_TransAM.cfm,0,2799,"[""S"",""M"",""L"",""XL""]",[]
6679d998c41d542799d5d266,Norco,"Sight A 27.5""",N/A,Enduro / All Mountain,"[""XS""]",4499,"[""bike-images/my24_sight_youth_27_5_silver_green_main-full""]","It’s hard to step things up when you can’t find a bike that fits right - so we built the Sight 27.5"". Now featuring a Fox Float X2 Performance Elite rear shock with custom light tune.",https://norco.com/bikes/youth/youth-all-mountain/sight-27-5/2024-sight-27-5/,0,4099,"[""XS""]","[""XS""]"
6679fc866ecb59f1390ba86b,Norco,Aurum Custom Build,Carbon,DH,"[""L""]",3499,"[""bike-images/IMG_6690""]","This fully custom built Norco Aurum is ready for the bike park season!\n\nOnly $3,800 + GST\n\nCarbon Aurum frame, size large, 200mm travel\nMarzocchi Bomber CR Shock\nRockshox ZEB Charger Damper, 190mm of travel\nSram DB8 4-piston brakes, centerline 200mm rotors\nRaceface Atlas Cranks\nSram GX RD, cassette and chain\nDeity Copperhead stem + PNW bars\nFSA Headset",https://www.norco.com/bike-archives/2018/aurum-c7-framekit/,0,3099,"[""L""]","[""L""]"
6681cc38cdf72b2873137ba2,Norco,"Runner 12""",N/A,Kids,"[""12\""""]",199,"[""bike-images/runner12p"",""bike-images/runner12""]",The Runner 12” features air-filled tires and a lightweight aluminum frame with lower standover to fit smaller riders.\n\nIt also has a kids-specific brake lever so they can learn to brake at a young age.,https://www.norco.com/bike-archives/2022/2022-runner-12/,0,,"[""12\""""]",[]
668af93dbb37b5d355fdccaa,Norco,Rampage Custom Build,N/A,Dirt Jumper,"[""S""]",1999,"[""bike-images/IMG_6729 (1)""]","Custom Norco Rampage 2023 Small\n\nFrame: X6 Aluminum DJ 26""\n\nFork: Marzocchi Bomber DJ (100mm travel)\n\nBrake: Sram Level\n\nRotor: Sram Centerline 160mm\n\nHubs: Novatec D791SB\n\nTires: Maxxis Ikon 26 x 2.20\n\nSeat: SDG Patriot\n\nHandlebars: Spank Spoon 40\n\nGrips: DMR Deathgrips black with glitter",https://www.norco.com/bikes/mountain/dirt-jump/rampage/,0,,"[""S""]","[""S""]"
66942cfa7c4c8c9a29b371f0,Norco,Runner 10,N/A,Kids,[],159,"[""bike-images/19_kids_runner_10_turq-full"",""bike-images/19_kids_runner_10_red-full""]",The Runner 10” features air-filled tires and a lightweight aluminum frame with lower standover to fit smaller riders.,https://www.norco.com/bikes/kids/all-purpose/roller-coaster-runner/2021-runner-10/,0,,[],[]
66942d817c4c8c9a29b371f4,Norco,Storm 20 Single Speed,N/A,Kids,"[""20\""""]",399,"[""bike-images/2022_storm_20_ss_blue-blue-main-full""]",The Storm 20 SS (Single Speed) provides simple upkeep and operation to help young riders find the best line and stop on a dime.,https://www.norco.com/bikes/kids/all-purpose/storm-youth/2023-storm-20-ss/,0,,"[""20\""""]",[]
669438ae49b7e8f628b6689e,Norco,Storm 24 Single Speed,N/A,Kids,"[""24\""""]",325,"[""bike-images/2022_storm_24_ss_yellow-black-main-full""]",The Storm 24 SS (Single Speed) provides simple upkeep and operation to help young riders find the best line and stop on a dime.,https://www.norco.com/bikes/kids/all-purpose/storm-youth/2023-storm-24-ss/,0,,"[""24\""""]",[]
66943a7349b7e8f628b668a8,Norco,Fluid HT 24.2,N/A,Kids,"[""24\""""]",764,"[""bike-images/2022_fluid_ht_24_purple-yellow-main-full""]","The Fluid HT 24.2 provides evolved fit, handling and ride quality that’ll elevate every young riders’ Trail experience.",https://www.norco.com/bikes/youth/youth-trail/fluid-ht/2023-fluid-ht-24-2/,0,,"[""24\""""]",[]
66943d3ce14cb761e1d2a84d,Norco,Fluid 2 FS 24,N/A,Kids,"[""24\""""]",2294,"[""bike-images/2022_fluid_fs_4-2_black-grey-main-full""]","The Fluid 2 FS 24 features progressive handling, low standover, youth-tuned suspension and a dropper that is optimized for 9-12-year-old riders below 90 pounds.",https://www.norco.com/bikes/youth/youth-trail/fluid-fs-youth/2023-fluid-2-fs-24/,0,,"[""24\""""]","[""24\""""]"
66c0eb601b11668d00247d99,Transition,Sentinel SLX Custom,Carbon,Enduro / All Mountain,"[""S"",""M"",""L"",""XL"",""XXL""]",7999,"[""bike-images/IMG_0047""]","Fork: Fox 36 Performace Elite 160mm\nShock: Fox Float X Performance Elite 150mm\nBrakes: Shimano SLX M-7120\nRotors: Shimano XTR MT-900\nCranks: Shimano SLX 165mm\nChainring: Shimano 30T\nChain: Shimano CN-HG701-11\nCassette: Shimano SLX (CS-M7100)\nDerailleur: Shimano SLX 12 Speed (RD-M7100)\nShifter: Shimano SLX 12 Speed (SL-M7100)\nRims: Stan's Flow S2\nHubs: Shimano SLX Hubs\nFront tire: Maxxis DHF EXO+ MaxxTerra\nRear tire: Maxxis Minion DHRII, EXO+, MaxxTerra\nDropper: OneUp 150mm V2 with V3 remote\nSeat: Fizik Alpaca Terra\nStem: Raceface Turbine R\nHandlebars: Raceface Turbine R",https://transitionbikes.com/Bikes_Sentinel.cfm,0,5999,"[""S""]","[""S""]"
66c0f7ab440ff347dd6e9766,Transition,Sentinel NX,Alloy,Enduro / All Mountain,"[""S"",""M"",""L"",""XL"",""XXL""]",5649,"[""bike-images/2022_AdminProductImage_SentinelAlloy_NX_MistyGreen""]","The Sentinel's forgiving do-it-all attitude truly blurs the lines between planted bottomless sender and playful poppy trail pony. Whether you're chasing EWS dreams or just a weekend afternoon escape, it will bring out the best in you. So easy to get acquainted with you'll find yourself sending lines, jumps and maneuvers you always felt were beyond your ability. Where before you went around, now you go over. Where you pushed up, now you pedal. Where you rolled, now you boost. ",https://transitionbikes.com/Bikes_Sentinel.cfm,0,3399,"[""L"",""XL"",""XXL""]","[""XL""]"
66c0fd7753523bf406bba1cc,Norco,Sight A1,Alloy,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",6899,"[""bike-images/2022_sight_a1_grey_gold_main-full""]","The Sight A1 boosts your All-Mountain confidence with incredible descending capability, adept, sure-footed climbing, and efficient pedaling.",https://www.norco.com/bikes/mountain/all-mountain/2023-sight/2023-sight-a1/,0,4999,"[""L"",""XL""]","[""XL""]"
66ce3e0d70b186f7897efd9d,Transition,Spire GX,Carbon,Enduro / All Mountain,"[""S"",""M"",""L"",""XL"",""XXL""]",7999,"[""bike-images/Spire_Carbon_GX_HOB_list (1)"",""bike-images/Spire_Carbon_GX_BlackFade_list (1)""]","Take on the biggest terrain without the penalty, Long travel doesn't have to mean single purpose.\n\nThe Spire blends DH bike capability with mid-travel efficiency in such a way it's almost two bikes in one. A delicately tuned pedaling and pumping platform, super supple beginning stroke sensitivity and all the travel you could ask for makes for a mind bending ride. Happily climb up to your favorite challenging descent, then cruise on over to your local flow trail and you'll be rewarded on both ends of the spectrum. Don't be fooled though, while it's no one-trick pony, the Spire lives to push your limits. Get in-Spired.",https://transitionbikes.com/Bikes_Spire.cfm,0,6399,"[""S"",""M"",""L"",""XL"",""XXL""]","[""M"",""L""]"
671165c41e00e88069c352a3,Transition,Spire GX,Alloy,Enduro / All Mountain,"[""S"",""M"",""L"",""XL"",""XXL""]",6899,"[""bike-images/Alloy_Spire_BlackFade_GX_List"",""bike-images/Alloy_Spire_HOB_GX_List""]","Take on the biggest terrain without the penalty, Long travel doesn't have to mean single purpose.\n\nThe Spire blends DH bike capability with mid-travel efficiency in such a way it's almost two bikes in one. A delicately tuned pedaling and pumping platform, super supple beginning stroke sensitivity and all the travel you could ask for makes for a mind bending ride. Happily climb up to your favorite challenging descent, then cruise on over to your local flow trail and you'll be rewarded on both ends of the spectrum. Don't be fooled though, while it's no one-trick pony, the Spire lives to push your limits. Get in-Spired.",https://www.transitionbikes.com/Bikes_Spire.cfm,0,5499,"[""S"",""M"",""L"",""XL"",""XXL""]",[]
6711670d1e00e88069c352b1,Transition,Repeater PT GX AXS,Carbon,E-Bike,"[""S"",""M"",""L"",""XL""]",14199,"[""bike-images/Admin_RepeaterPT_2024_GX_Red"",""bike-images/Admin_RepeaterPT_2024_GX_Black""]","Tackle all the technical terrain you can handle.\n\nThe Repeater Powertrain takes your eMTB experience to a whole new level. This system harmoniously integrates the most complicated moving parts on an eMTB to create a simple, worry-free, and exhilarating ride. With 170mm travel front and rear, user tuneable motor and shifting modes, and wheel size options, the Repeater PT is a groundbreaking eMTB designed to fulfill all of your powered riding dreams. Utilizing the 90nm Eagle Powertrain Motor by Brose, SRAM 720wh battery, SRAM T-Type AXS Transmission, and the SRAM Powertrain brain, the Repeater PT marks a giant leap in the integration of motor and drivetrain, allowing you to give your full attention to enjoying the ride while auto shift handles the rest.",https://www.transitionbikes.com/Bikes_RepeaterPT.cfm,0,11999,"[""S"",""M"",""L"",""XL""]",[]
671167e41e00e88069c352b6,Transition,Repeater PT XO AXS,Carbon,E-Bike,"[""S"",""M"",""L"",""XL""]",15999,"[""bike-images/Admin_RepeaterPT_2024_XO_Black_New"",""bike-images/Admin_RepeaterPT_2024_XO_Red""]","Tackle all the technical terrain you can handle.\n\nThe Repeater Powertrain takes your eMTB experience to a whole new level. This system harmoniously integrates the most complicated moving parts on an eMTB to create a simple, worry-free, and exhilarating ride. With 170mm travel front and rear, user tuneable motor and shifting modes, and wheel size options, the Repeater PT is a groundbreaking eMTB designed to fulfill all of your powered riding dreams. Utilizing the 90nm Eagle Powertrain Motor by Brose, SRAM 720wh battery, SRAM T-Type AXS Transmission, and the SRAM Powertrain brain, the Repeater PT marks a giant leap in the integration of motor and drivetrain, allowing you to give your full attention to enjoying the ride while auto shift handles the rest.",https://www.transitionbikes.com/Bikes_RepeaterPT.cfm,0,13599,"[""S"",""M"",""L"",""XL""]",[]
67116a48fb10efb46a6ad826,Transition,Patrol GX,Carbon,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",8199,"[""bike-images/SB4_Patrol_Carbon_GX"",""bike-images/SB3_Patrol_Carbon_GX""]","The mixed wheel Patrol has a new haircut but is still down for anything and truly unapologetic when it comes to shredding trail.  Being one of the longest standing bikes in our lineup, it was the obvious choice to mix it up. Updated geometry to accommodate the 29"" front / 27.5"" rear wheels and revised suspension tune might just make you ride all day, and then all night. Jibbing, jumping, pumping and hooting your way down the trail, the updated Patrol loves to party. From bike parks to your local trails, the Patrol isn't concerned with where you ride but rather how much fun you are having.",https://www.transitionbikes.com/Bikes_Patrol.cfm,0,,"[""S"",""M"",""L"",""XL""]",[]
67116a8caeae12558bfb5683,Transition,Patrol GX AXS,Carbon,Enduro / All Mountain,"[""S"",""M"",""L"",""XL""]",9499,"[""bike-images/SB1_Patrol_Carbon_GX_AXS"",""bike-images/SB2_Patrol_Carbon_GX_AXS""]","The mixed wheel Patrol has a new haircut but is still down for anything and truly unapologetic when it comes to shredding trail.  Being one of the longest standing bikes in our lineup, it was the obvious choice to mix it up. Updated geometry to accommodate the 29"" front / 27.5"" rear wheels and revised suspension tune might just make you ride all day, and then all night. Jibbing, jumping, pumping and hooting your way down the trail, the updated Patrol loves to party. From bike parks to your local trails, the Patrol isn't concerned with where you ride but rather how much fun you are having.",https://www.transitionbikes.com/Bikes_Patrol.cfm,0,,"[""S"",""M"",""L"",""XL""]",[]
